PIN,Orchard,OrchardGroup,Date,PlantingCode,ProductionSite,ManagementArea,BusinessUnit,LandAreaHa,VarietyCode,Variety,Chemical,ActiveIngredient,ChemicalRate,ChemicalUnit,WaterRate,Reason,MonitorRef,TargetPrimary,TargetSecondary,Applicators,Sprayers,SprayCondition,SprayMethod,SurplusDisposal,ChemicalUsed,ChemicalCost,ChemicalPrice,StockUnit,ChemicalTags,#,Approved
R2447,Watson Road,Hastings Sector,3/03/2023,RWR A1,A,A,Rockit Watson Road Partnership,1.18272,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,15.34386,1919.05657,125.07,L,Plant Growth Regulator,2231,TRUE
R2447,Watson Road,Hastings Sector,3/03/2023,RWR B1,B,B,Rockit Watson Road Partnership,1.66866,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,21.648137,2707.532495,125.07,L,Plant Growth Regulator,2231,TRUE
R2925,IND - Manzana 2,Independent Sector,21/02/2023,MANZ2 A,A,A,Manzana Orchard Limited Partnership,3.57504,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,47.861931,5986.09171,125.07,L,Plant Growth Regulator,2233,TRUE
R2925,IND - Manzana 2,Independent Sector,21/02/2023,MANZ2 B,B,B,Manzana Orchard Limited Partnership,3.95598,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,52.961881,6623.942457,125.07,L,Plant Growth Regulator,2233,TRUE
R2925,IND - Manzana 2,Independent Sector,21/02/2023,MANZ2 C,C,C,Manzana Orchard Limited Partnership,1.86858,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,25.016181,3128.773758,125.07,L,Plant Growth Regulator,2233,TRUE
R2776,Haumoana,Hastings Sector,9/03/2023,HAU A1,A,A,ROLP 2,1.87824,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,26.006974,3252.692238,125.07,L,Plant Growth Regulator,2236,TRUE
R2776,Haumoana,Hastings Sector,9/03/2023,HAU B1,B,B,ROLP 2,1.66866,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,23.105033,2889.746477,125.07,L,Plant Growth Regulator,2236,TRUE
R2776,Haumoana,Hastings Sector,9/03/2023,HAU A2,C,C,ROLP 2,2.5893,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,35.852637,4484.08931,125.07,L,Plant Growth Regulator,2236,TRUE
R2776,Haumoana,Hastings Sector,9/03/2023,HAU B2,D,D,ROLP 2,2.11428,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,29.275292,3661.46077,125.07,L,Plant Growth Regulator,2236,TRUE
R2636,IND - Moteo Pa,Independent Sector,13/03/2023,MOT A1,A,A1,Global Harvest Ltd,2.91312,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,,,Plant Growth Regulators,,,,,Helicopter,,41.657616,5210.118033,125.07,L,Plant Growth Regulator,2244,TRUE
R2636,IND - Moteo Pa,Independent Sector,13/03/2023,MOT A2,A,A2,Global Harvest Ltd,0.94416,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,,,Plant Growth Regulators,,,,,Helicopter,,13.501488,1688.631104,125.07,L,Plant Growth Regulator,2244,TRUE
R2636,IND - Moteo Pa,Independent Sector,13/03/2023,MOT B1,B,B1,Global Harvest Ltd,1.04496,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,,,Plant Growth Regulators,,,,,Helicopter,,14.942928,1868.912005,125.07,L,Plant Growth Regulator,2244,TRUE
R2636,IND - Moteo Pa,Independent Sector,13/03/2023,MOT B2,B,B2,Global Harvest Ltd,1.06428,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,,,Plant Growth Regulators,,,,,Helicopter,,15.219204,1903.465844,125.07,L,Plant Growth Regulator,2244,TRUE
R1580,Pioneer,Maraekakaho Sector,9/02/2023,PIONEER B1,A,P1,Pioneer Capital Molly Limited,3.60402,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,37.830941,4731.515791,125.07,L,Plant Growth Regulator,2146,TRUE
R1580,Pioneer,Maraekakaho Sector,9/02/2023,PIONEER A1,B,P2,Pioneer Capital Molly Limited,2.2092,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,23.189692,2900.334778,125.07,L,Plant Growth Regulator,2146,TRUE
R1580,Pioneer,Maraekakaho Sector,9/02/2023,PIONEER A2,B,P3,Pioneer Capital Molly Limited,2.3079,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,24.225734,3029.912551,125.07,L,Plant Growth Regulator,2146,TRUE
R1580,Pioneer,Maraekakaho Sector,9/02/2023,PIONEER B3,C,P4,Pioneer Capital Molly Limited,1.82448,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,19.151335,2395.257468,125.07,L,Plant Growth Regulator,2146,TRUE
R1580,Pioneer,Maraekakaho Sector,9/02/2023,PIONEER B2,C,P5,Pioneer Capital Molly Limited,2.22516,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,23.357222,2921.287756,125.07,L,Plant Growth Regulator,2146,TRUE
R2880,Manahi,Havelock Sector,10/02/2023,MANAHI A1,A,A1,Rakete Orchards Limited Partnership,2.1315,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",10.53,l/Ha,309,,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,41.004101,5128.382912,125.07,L,Plant Growth Regulator,2149,TRUE
R2880,Manahi,Havelock Sector,10/02/2023,MANAHI A2,A,A2,Rakete Orchards Limited Partnership,2.2176,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",10.53,l/Ha,309,,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,42.660424,5335.53923,125.07,L,Plant Growth Regulator,2149,TRUE
R2880,Manahi,Havelock Sector,10/02/2023,MANAHI B1,B,B1,Rakete Orchards Limited Partnership,2.35956,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",10.53,l/Ha,309,,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,45.391338,5677.094644,125.07,L,Plant Growth Regulator,2149,TRUE
R2880,Manahi,Havelock Sector,10/02/2023,MANAHI B2,B,B2,Rakete Orchards Limited Partnership,1.0857,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",10.53,l/Ha,309,,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,20.885833,2612.191133,125.07,L,Plant Growth Regulator,2149,TRUE
R2534,Stock Road South,Havelock Sector,11/02/2023,SRS C1,E,E1,ROLP 1,1.184764,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.455451,1807.943257,125.07,L,Plant Growth Regulator,2153,TRUE
R2534,Stock Road South,Havelock Sector,11/02/2023,SRS C2,E,E2,ROLP 1,1.176672,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.35672,1795.59497,125.07,L,Plant Growth Regulator,2153,TRUE
R2534,Stock Road South,Havelock Sector,11/02/2023,SRS D1,F,F1,ROLP 1,1.057875,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,12.907263,1614.311383,125.07,L,Plant Growth Regulator,2153,TRUE
R2534,Stock Road South,Havelock Sector,11/02/2023,SRS D2,F,F2,ROLP 1,1.134,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,13.836074,1730.477775,125.07,L,Plant Growth Regulator,2153,TRUE
R2901,Rangi 2,Crownthorpe Sector,10/02/2023,RANGI2 A,A,A,ROLP 2,1.1912,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,666,,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,13.103187,1638.815598,125.07,L,Plant Growth Regulator,2155,TRUE
R2901,Rangi 2,Crownthorpe Sector,10/02/2023,RANGI2 B,B,B,ROLP 2,1.4272,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,666,,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,15.699184,1963.496943,125.07,L,Plant Growth Regulator,2155,TRUE
R2901,Rangi 2,Crownthorpe Sector,10/02/2023,RANGI2 C,C,C,ROLP 2,1.3504,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,666,,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,14.854385,1857.837932,125.07,L,Plant Growth Regulator,2155,TRUE
R2879,IND - Manzana,Independent Sector,10/02/2023,MANZ D1,D,D1,Manzana Orchard Limited Partnership,2.0328,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,666,,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,22.360778,2796.662504,125.07,L,Plant Growth Regulator,2156,TRUE
R2879,IND - Manzana,Independent Sector,10/02/2023,MANZ D2,D,D2,Manzana Orchard Limited Partnership,2.9799,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,666,,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,32.778867,4099.652896,125.07,L,Plant Growth Regulator,2156,TRUE
R1233,Te Aute Road North,Havelock Sector,20/02/2023,TRN A1,A,A1,ROLP 1,1.065045,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.818742,1853.380062,125.07,L,Plant Growth Regulator,2161,TRUE
R1233,Te Aute Road North,Havelock Sector,20/02/2023,TRN A2,A,A2,ROLP 1,1.05117,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.625689,1829.234923,125.07,L,Plant Growth Regulator,2161,TRUE
R2919,Valley,Maraekakaho Sector,20/02/2023,VALLEY E2,L,L,Rockit Orchards Limited,3.61368,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,41.310256,5166.673718,125.07,L,Plant Growth Regulator,2175,TRUE
R2919,Valley,Maraekakaho Sector,20/02/2023,VALLEY E1,M,M,Rockit Orchards Limited,3.3369,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,38.146209,4770.94636,125.07,L,Plant Growth Regulator,2175,TRUE
R2919,Valley,Maraekakaho Sector,20/02/2023,VALLEY F1,N,N,Rockit Orchards Limited,2.33646,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,26.709548,3340.563168,125.07,L,Plant Growth Regulator,2175,TRUE
R2919,Valley,Maraekakaho Sector,20/02/2023,VALLEY H1,S,S2,Rockit Orchards Limited,0.6468,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,7.393979,924.764954,125.07,L,Plant Growth Regulator,2175,TRUE
R2776,Haumoana,Hastings Sector,18/02/2023,HAU B1,B,B,ROLP 2,1.66866,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Logan Hurrey,"N1 Cropliner, N1 Tractor",,Cropliner,,23.995899,3001.167088,125.07,L,Plant Growth Regulator,2171,TRUE
R2776,Haumoana,Hastings Sector,18/02/2023,HAU B2,D,D,ROLP 2,2.11428,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Logan Hurrey,"N1 Cropliner, N1 Tractor",,Cropliner,,30.404067,3802.63666,125.07,L,Plant Growth Regulator,2171,TRUE
R2668,Te Aute Road South,Havelock Sector,21/02/2023,TRS A,A,A,ROLP 1,2.36523,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,30.555534,3821.580637,125.07,L,Plant Growth Regulator,2183,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC A1,A,A,ROLP 2,0.4815,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,6.597244,825.117307,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B1,B,B,ROLP 2,0.25542,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,3.499622,437.697724,125.07,L,Plant Growth Regulator,2188,TRUE
