PIN,Orchard,OrchardGroup,Date,PlantingCode,ProductionSite,ManagementArea,BusinessUnit,LandAreaHa,VarietyCode,Variety,Chemical,ActiveIngredient,ChemicalRate,ChemicalUnit,WaterRate,Reason,MonitorRef,TargetPrimary,TargetSecondary,Applicators,Sprayers,SprayCondition,SprayMethod,SurplusDisposal,ChemicalUsed,ChemicalCost,ChemicalPrice,StockUnit,ChemicalTags,#,Approved
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC A2,A,A,ROLP 2,0.306075,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,4.193669,524.502182,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC A3,A,A,ROLP 2,0.32508,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,4.454065,557.06991,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC A4,A,A,ROLP 2,0.39528,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,5.415906,677.367363,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B2,B,B,ROLP 2,0.28512,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,3.906555,488.592834,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B3,B,B,ROLP 2,0.15336,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,2.101253,262.803713,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B4,B,B,ROLP 2,0.25812,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,3.536616,442.324563,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B5,B,B,ROLP 2,0.31428,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,4.306089,538.562551,125.07,L,Plant Growth Regulator,2188,TRUE
R1639,Napier Road Central,Hastings Sector,22/02/2023,NRC B6,B,B,ROLP 2,0.28296,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,500,Recommended,,Plant Growth Regulators,,Jesse Nitschke,"N1 Cropliner, N1 Tractor",,Cropliner,,3.87696,484.891387,125.07,L,Plant Growth Regulator,2188,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD B1,B,B1,ROLP 1,2.26,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,22.317072,2791.196195,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD B4,B,B4,ROLP 1,1.519,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.999837,1876.029614,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD B3,B,B3,ROLP 1,1.663,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,16.42181,2053.875777,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD B2,B,B2,ROLP 1,1.545,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,15.256582,1908.140711,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD C1,C,C1,ROLP 1,2.026,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,20.006366,2502.196196,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD C4,C,C4,ROLP 1,0.537,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,5.302773,663.217819,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD C3,C,C3,ROLP 1,0.843,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,8.324465,1041.140838,125.07,L,Plant Growth Regulator,2186,TRUE
R1232,Raukawa,Havelock Sector,21/02/2023,RRD C2,C,C2,ROLP 1,1.084,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,10.704294,1338.786051,125.07,L,Plant Growth Regulator,2186,TRUE
R2636,IND - Moteo Pa,Independent Sector,1/03/2023,MOT A1,A,A1,Global Harvest Ltd,2.91312,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,44.684125,5588.643514,125.07,L,Plant Growth Regulator,2223,TRUE
R2636,IND - Moteo Pa,Independent Sector,1/03/2023,MOT A2,A,A2,Global Harvest Ltd,0.94416,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,14.482398,1811.313518,125.07,L,Plant Growth Regulator,2223,TRUE
R2636,IND - Moteo Pa,Independent Sector,1/03/2023,MOT B1,B,B1,Global Harvest Ltd,1.04496,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,16.028562,2004.692249,125.07,L,Plant Growth Regulator,2223,TRUE
R2636,IND - Moteo Pa,Independent Sector,1/03/2023,MOT B2,B,B2,Global Harvest Ltd,1.06428,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,16.32491,2041.756494,125.07,L,Plant Growth Regulator,2223,TRUE
R2919,Valley,Maraekakaho Sector,2/03/2023,VALLEY E2,L,L,Rockit Orchards Limited,3.61368,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,41.977927,5250.17933,125.07,L,Plant Growth Regulator,2216,TRUE
R2919,Valley,Maraekakaho Sector,2/03/2023,VALLEY E1,M,M,Rockit Orchards Limited,3.3369,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,38.762742,4848.056142,125.07,L,Plant Growth Regulator,2216,TRUE
R2919,Valley,Maraekakaho Sector,2/03/2023,VALLEY F1,N,N,Rockit Orchards Limited,2.33646,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11.356,l/Ha,400,Recommended,,Plant Growth Regulators,,"Stephanus (Fanie) Roode, Tyler Eden","MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner",,Cropliner,,27.141238,3394.554637,125.07,L,Plant Growth Regulator,2216,TRUE
R1936,Wharerangi,Crownthorpe Sector,26/02/2023,WHAR A1,A,A1,ROLP 1,1.55,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,16.855507,2108.11826,125.07,L,Plant Growth Regulator,2217,TRUE
R1936,Wharerangi,Crownthorpe Sector,26/02/2023,WHAR A2,A,A2,ROLP 1,1.3,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,14.136877,1768.099206,125.07,L,Plant Growth Regulator,2217,TRUE
R1936,Wharerangi,Crownthorpe Sector,26/02/2023,WHAR C1,C,C1,ROLP 1,0.67,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,7.285929,911.25114,125.07,L,Plant Growth Regulator,2217,TRUE
R1936,Wharerangi,Crownthorpe Sector,26/02/2023,WHAR C2,C,C2,ROLP 1,0.67,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,7.285929,911.25114,125.07,L,Plant Growth Regulator,2217,TRUE
R1936,Wharerangi,Crownthorpe Sector,26/02/2023,WHAR D,D,D,ROLP 1,1.07,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,11.635737,1455.281627,125.07,L,Plant Growth Regulator,2217,TRUE
R1936,Wharerangi,Crownthorpe Sector,27/02/2023,WHAR B1,B,B1,ROLP 1,0.71,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,7.149997,894.250125,125.07,L,Plant Growth Regulator,2218,TRUE
R1936,Wharerangi,Crownthorpe Sector,27/02/2023,WHAR B2,B,B2,ROLP 1,0.71,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,500,Consultants advice,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,7.149997,894.250125,125.07,L,Plant Growth Regulator,2218,TRUE
R2901,Rangi 2,Crownthorpe Sector,1/03/2023,RANGI2 A,A,A,ROLP 2,1.1912,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,17.168066,2147.210015,125.07,L,Plant Growth Regulator,2219,TRUE
R2901,Rangi 2,Crownthorpe Sector,1/03/2023,RANGI2 B,B,B,ROLP 2,1.4272,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,20.569395,2572.614233,125.07,L,Plant Growth Regulator,2219,TRUE
R2901,Rangi 2,Crownthorpe Sector,1/03/2023,RANGI2 C,C,C,ROLP 2,1.3504,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",14.3,l/Ha,50,Consultants advice,,Plant Growth Regulators,,,,,Helicopter,,19.462522,2434.177627,125.07,L,Plant Growth Regulator,2219,TRUE
R2534,Stock Road South,Havelock Sector,1/03/2023,SRS C1,E,E1,ROLP 1,1.184764,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Josh Smith, Todd Blackman","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,12.331811,1542.339602,125.07,L,Plant Growth Regulator,2213,TRUE
R2534,Stock Road South,Havelock Sector,1/03/2023,SRS C2,E,E2,ROLP 1,1.176672,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Josh Smith, Todd Blackman","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,12.247584,1531.805331,125.07,L,Plant Growth Regulator,2213,TRUE
R2534,Stock Road South,Havelock Sector,1/03/2023,SRS D1,F,F1,ROLP 1,1.057875,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Josh Smith, Todd Blackman","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,11.011066,1377.154025,125.07,L,Plant Growth Regulator,2213,TRUE
R2534,Stock Road South,Havelock Sector,1/03/2023,SRS D2,F,F2,ROLP 1,1.134,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Josh Smith, Todd Blackman","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,11.803426,1476.25449,125.07,L,Plant Growth Regulator,2213,TRUE
R1233,Te Aute Road North,Havelock Sector,22/02/2023,TRN B1,B,B1,ROLP 1,1.251525,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,15.297662,1913.278586,125.07,L,Plant Growth Regulator,2192,TRUE
R1233,Te Aute Road North,Havelock Sector,22/02/2023,TRN B2,B,B2,ROLP 1,1.221,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13.6,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,14.924549,1866.613343,125.07,L,Plant Growth Regulator,2192,TRUE
R2880,Manahi,Havelock Sector,22/02/2023,MANAHI A1,A,A1,Rakete Orchards Limited Partnership,2.1315,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,25.827422,3230.23567,125.07,L,Plant Growth Regulator,2193,TRUE
R2880,Manahi,Havelock Sector,22/02/2023,MANAHI A2,A,A2,Rakete Orchards Limited Partnership,2.2176,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,26.870697,3360.718074,125.07,L,Plant Growth Regulator,2193,TRUE
R2880,Manahi,Havelock Sector,22/02/2023,MANAHI B1,B,B1,Rakete Orchards Limited Partnership,2.35956,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,28.590829,3575.854983,125.07,L,Plant Growth Regulator,2193,TRUE
R2880,Manahi,Havelock Sector,22/02/2023,MANAHI B2,B,B2,Rakete Orchards Limited Partnership,1.0857,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",11,l/Ha,396,Recommended,,Plant Growth Regulators,,"Jayden Wiggins, Josh Smith","HAV-SPR-004 Cropliner, HAV-TRC-004 Tractor",,Cropliner,,13.155445,1645.351506,125.07,L,Plant Growth Regulator,2193,TRUE
R2879,IND - Manzana,Independent Sector,27/02/2023,MANZ D1,D,D1,Manzana Orchard Limited Partnership,2.0328,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13,l/Ha,500,Storage Disorders,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-010 Cropliner Sprayer, CRN-TRC-010 Open Cab Tractor",,Cropliner,,34.064502,4260.447265,125.07,L,Plant Growth Regulator,2200,TRUE
R2879,IND - Manzana,Independent Sector,27/02/2023,MANZ D2,D,D2,Manzana Orchard Limited Partnership,2.9799,996,Rockit,Harvista 1.3,"Magnesium sulfate, heptahydrate,alpha-Cyclodextrin,1-Methylcyclopropene",13,l/Ha,500,Storage Disorders,,Plant Growth Regulators,,Connor Riordan,"CRN-SPR-010 Cropliner Sprayer, CRN-TRC-010 Open Cab Tractor",,Cropliner,,49.935462,6245.428232,125.07,L,Plant Growth Regulator,2200,TRUE
